nk,n_keep,n_shell,partner,normalization,mu_meV,eta_baseline,eta_target,D_iso_baseline,D_iso_target,D_iso_rel_target_vs_baseline,D_iso_rel_percent,W_inter_baseline,W_inter_target,raw_partner_alignment_error_mean,best_partner_alignment_error_mean,partner_min_singular_value_min,max_closure_error,max_bdg_hermiticity_error,max_ph_spectrum_error
9,6,3,time_reversed_valley,fixed_frobenius_norm,4.0,0.0,1.0,79836.44020088422,80673.22016439983,0.010481178286633419,1.048117828663342,0.7796182600786289,0.7424019163353345,1.4147287673319455,1.375168691461797,0.0002274252896963874,0.0,0.0,0.008850886889105696
9,6,3,tr_sewn,fixed_delta0,-4.0,0.0,1.0,60859.24969255264,60442.94541088508,-0.006840443872881186,-0.6840443872881186,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,2.130877602734928e-15
9,6,3,tr_sewn,fixed_delta0,0.0,0.0,1.0,83311.42938123674,84172.29406190346,0.01033309219467804,1.033309219467804,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.6709632427389906e-15
9,6,3,tr_sewn,fixed_delta0,2.0,0.0,1.0,82650.97528292186,82412.24884106594,-0.002888368117118234,-0.2888368117118234,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.5667408592394475e-15
9,6,3,tr_sewn,fixed_delta0,4.0,0.0,1.0,80278.78405570664,80139.46973860246,-0.0017353815051247556,-0.17353815051247556,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.6389128249212105e-15
9,6,3,tr_sewn,fixed_frobenius_norm,-4.0,0.0,1.0,60859.24969255264,64537.80979557417,0.060443730765738835,6.0443730765738835,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,2.130877602734928e-15
9,6,3,tr_sewn,fixed_frobenius_norm,0.0,0.0,1.0,83311.42938123674,90500.87185736667,0.08629599239296115,8.629599239296116,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.6709632427389906e-15
9,6,3,tr_sewn,fixed_frobenius_norm,2.0,0.0,1.0,82650.97528292186,87963.14486829145,0.06427231580977155,6.427231580977155,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.6808948711167368e-15
9,6,3,tr_sewn,fixed_frobenius_norm,4.0,0.0,1.0,80278.78405570664,85139.05359014694,0.06054239101414005,6.054239101414005,1.8275276125516916e-18,0.10729542571944178,0.0,0.0,1.0,0.0,0.0,1.6268754915322246e-15
9,6,4,same_valley,fixed_delta0,-4.0,0.0,1.0,43916.68095864365,44286.98501010853,0.008431968067295292,0.8431968067295292,0.8239201356396348,0.802361949443757,1.4093073865710148,1.348969661896493,0.000719611168786732,0.0,0.0,0.0024174857874064586
